seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
contig_98190	20061	No terminal repeats	24	11	0.7425	NA	0	0.0000	NA	NA
contig_58352	14598	No terminal repeats	9	11	0.7425	NA	0	0.0000	NA	NA
contig_91631	13869	No terminal repeats	12	11	0.7424	NA	0	0.0000	NA	NA
contig_113284	7925	No terminal repeats	8	11	0.7422	NA	0	0.0000	NA	NA
contig_37	4481	No terminal repeats	9	11	0.7422	NA	0	0.3258	NA	NA
contig_52610	21890	No terminal repeats	19	11	0.7422	NA	0	0.0000	NA	NA
contig_86749	8766	No terminal repeats	7	11	0.7421	NA	0	0.0000	NA	NA
contig_85473	39239	No terminal repeats	47	11	0.7421	NA	0	0.0000	NA	NA
contig_127556	52732	No terminal repeats	49	11	0.7421	NA	0	0.0000	NA	NA
contig_122569	5210	No terminal repeats	11	11	0.7419	NA	0	2.6823	NA	NA
contig_79229	24542	No terminal repeats	31	11	0.7419	NA	0	0.0000	NA	NA
contig_88392	4122	No terminal repeats	4	11	0.7419	NA	0	0.0000	NA	NA
contig_29835	9316	No terminal repeats	4	11	0.7418	NA	0	0.0000	NA	NA
contig_93182	7683	No terminal repeats	12	11	0.7418	NA	0	0.0000	NA	NA
contig_77844	6339	No terminal repeats	4	11	0.7418	NA	0	0.0000	NA	NA
contig_122831	7964	No terminal repeats	9	11	0.7418	NA	0	0.0000	NA	NA
contig_86294	10697	No terminal repeats	14	11	0.7417	NA	0	0.0000	NA	NA
contig_78575	35273	No terminal repeats	38	11	0.7416	NA	0	0.0000	NA	NA
contig_125489	4222	No terminal repeats	5	11	0.7414	NA	0	0.0000	NA	NA
contig_137012	8779	No terminal repeats	10	11	0.7414	NA	0	0.0000	NA	NA
contig_126455	14359	No terminal repeats	13	11	0.7414	NA	0	0.0000	NA	NA
contig_79840	66519	No terminal repeats	73	11	0.7413	NA	0	0.0000	NA	NA
contig_104303	4810	No terminal repeats	5	11	0.7412	NA	0	0.0000	NA	NA
contig_125746	22774	No terminal repeats	28	11	0.7412	NA	0	0.0000	NA	NA
contig_126871	7541	No terminal repeats	11	11	0.7412	NA	0	0.0000	NA	NA
contig_117850	48348	No terminal repeats	48	11	0.7412	NA	0	0.0000	NA	NA
contig_72956	3040	No terminal repeats	5	11	0.7412	NA	0	0.3476	NA	NA
contig_137034	32719	No terminal repeats	42	11	0.7411	NA	0	0.0000	NA	NA
contig_52608	51724	No terminal repeats	25	11	0.7411	NA	0	0.0000	NA	NA
contig_118507	13517	No terminal repeats	17	11	0.7411	NA	0	0.0000	NA	NA
contig_112252	37347	No terminal repeats	51	11	0.7411	NA	0	0.0000	NA	NA
contig_36091	4413	No terminal repeats	4	11	0.7411	NA	0	0.0000	NA	NA
contig_40802	6246	No terminal repeats	4	11	0.7410	NA	0	0.0000	NA	NA
contig_118996	58685	No terminal repeats	67	11	0.7410	NA	0	0.0000	NA	NA
contig_117673	10528	No terminal repeats	9	11	0.7409	NA	0	0.0000	NA	NA
contig_112491	27518	No terminal repeats	27	11	0.7409	NA	0	0.0000	NA	NA
contig_123379	18843	No terminal repeats	19	11	0.7409	NA	0	0.0000	NA	NA
contig_125847	24853	No terminal repeats	29	11	0.7409	NA	0	0.0000	NA	NA
contig_84832	6214	No terminal repeats	5	11	0.7409	NA	0	0.0000	NA	NA
contig_90710	22857	No terminal repeats	25	11	0.7408	NA	0	0.0000	NA	NA
contig_90926	54914	No terminal repeats	31	11	0.7408	NA	0	0.0000	NA	NA
contig_115141	15550	No terminal repeats	21	11	0.7407	NA	0	0.0000	NA	NA
contig_127911	9267	No terminal repeats	8	11	0.7407	NA	0	0.0000	NA	NA
contig_128301	73037	No terminal repeats	80	11	0.7406	NA	0	0.0000	NA	NA
contig_90172	7523	No terminal repeats	16	11	0.7406	NA	0	0.0000	NA	NA
contig_72395	26948	No terminal repeats	39	11	0.7405	NA	0	0.0000	NA	NA
contig_122113	12056	No terminal repeats	16	11	0.7404	NA	0	0.0000	NA	NA
contig_18469	12388	No terminal repeats	11	11	0.7404	NA	0	0.0000	NA	NA
contig_60383	40092	No terminal repeats	45	11	0.7403	NA	0	0.0000	NA	NA
contig_113798	3160	No terminal repeats	3	11	0.7402	NA	0	0.0000	NA	NA
contig_125071	9998	No terminal repeats	15	11	0.7402	NA	0	0.0000	NA	NA
contig_72163	4461	No terminal repeats	3	11	0.7401	NA	0	0.0000	NA	NA
contig_118956	23779	No terminal repeats	23	11	0.7400	NA	0	0.0000	NA	NA
contig_123002	21240	No terminal repeats	32	11	0.7400	NA	0	0.0000	NA	NA
contig_116665	21440	No terminal repeats	22	11	0.7400	NA	0	0.0000	NA	NA
contig_109297	70588	No terminal repeats	83	11	0.7400	NA	0	0.0000	NA	NA
contig_103908	5176	No terminal repeats	3	4	0.7399	NA	0	0.0000	NA	NA
contig_79781	11068	No terminal repeats	10	11	0.7399	NA	0	0.0000	NA	NA
contig_116998	9458	No terminal repeats	6	11	0.7399	NA	0	0.0000	NA	NA
contig_51441	21928	No terminal repeats	17	11	0.7398	NA	0	0.0000	NA	NA
contig_62838	8461	No terminal repeats	9	11	0.7397	NA	0	0.0000	NA	NA
contig_79874	21611	No terminal repeats	20	11	0.7397	NA	0	0.1579	NA	NA
contig_76245	8471	No terminal repeats	15	11	0.7397	NA	0	0.0000	NA	NA
contig_67027	4738	No terminal repeats	2	11	0.7397	NA	0	0.0000	NA	NA
contig_131018	9207	No terminal repeats	8	11	0.7396	NA	0	0.0000	NA	NA
contig_57070	6626	No terminal repeats	10	11	0.7395	NA	0	0.0000	NA	NA
contig_122609	18108	No terminal repeats	27	11	0.7395	NA	0	0.0000	NA	NA
contig_4460	2563	No terminal repeats	3	4	0.7395	NA	0	0.0000	NA	NA
contig_119036	23819	No terminal repeats	29	11	0.7395	NA	0	0.0000	NA	NA
contig_92145	19874	No terminal repeats	22	11	0.7393	NA	0	0.0000	NA	NA
contig_104716	18922	No terminal repeats	18	11	0.7393	NA	0	0.0000	NA	NA
contig_71959	2637	No terminal repeats	3	11	0.7393	NA	0	0.0000	NA	NA
contig_78312	15127	No terminal repeats	20	11	0.7393	NA	0	0.0000	NA	NA
contig_96254	15262	No terminal repeats	9	11	0.7392	NA	0	0.0000	NA	NA
contig_131852	31758	No terminal repeats	34	11	0.7391	NA	0	0.0000	NA	NA
contig_116229	11069	No terminal repeats	11	11	0.7390	NA	0	0.0000	NA	NA
contig_71428	26916	No terminal repeats	31	11	0.7390	NA	0	0.0000	NA	NA
contig_85747	13930	No terminal repeats	17	11	0.7390	NA	0	0.0000	NA	NA
contig_127871	24066	No terminal repeats	17	11	0.7389	NA	0	0.0000	NA	NA
contig_122739	14075	No terminal repeats	19	11	0.7389	NA	0	0.0000	NA	NA
contig_123436	9985	No terminal repeats	13	11	0.7388	NA	0	0.0000	NA	NA
contig_121907	30683	No terminal repeats	31	11	0.7388	NA	0	0.0000	NA	NA
contig_131837	14203	No terminal repeats	13	11	0.7387	NA	0	0.0000	NA	NA
contig_74029	15186	No terminal repeats	17	11	0.7387	NA	0	0.0000	NA	NA
contig_117366	18551	No terminal repeats	14	11	0.7386	NA	0	0.0000	NA	NA
contig_111952	24238	No terminal repeats	20	11	0.7386	NA	0	0.0000	NA	NA
contig_75529	3396	No terminal repeats	4	11	0.7385	NA	0	0.0000	NA	NA
contig_112523	39472	No terminal repeats	37	11	0.7384	NA	0	0.0000	NA	NA
contig_119059	37337	No terminal repeats	43	11	0.7384	NA	0	0.0000	NA	NA
contig_84593	7315	No terminal repeats	8	11	0.7384	NA	0	0.4070	NA	NA
contig_89298	23218	No terminal repeats	20	11	0.7384	NA	0	0.0000	NA	NA
contig_114058	50385	No terminal repeats	57	11	0.7383	NA	0	0.0000	NA	NA
contig_120635	18253	No terminal repeats	20	11	0.7383	NA	0	0.0000	NA	NA
contig_105294	22519	No terminal repeats	35	11	0.7381	NA	0	0.0000	NA	NA
contig_126286	30787	No terminal repeats	36	11	0.7381	NA	0	0.0000	NA	NA
contig_119232	4158	No terminal repeats	3	11	0.7380	NA	0	0.0000	NA	NA
contig_102690	10669	No terminal repeats	8	11	0.7380	NA	0	0.0000	NA	NA
contig_38728	11114	No terminal repeats	14	11	0.7380	NA	0	0.0000	NA	NA
contig_16798	7058	No terminal repeats	8	11	0.7380	NA	0	0.0000	NA	NA
contig_63559	41446	No terminal repeats	51	11	0.7380	NA	0	0.0000	NA	NA
contig_117637	15802	No terminal repeats	18	11	0.7379	NA	0	0.0000	NA	NA
contig_119727	9332	DTR	13	11	0.7379	NA	0	0.0000	NA	NA
contig_63197	20220	No terminal repeats	33	11	0.7378	NA	0	0.0000	NA	NA
contig_75970	12363	No terminal repeats	14	11	0.7378	NA	0	0.0000	NA	NA
contig_128020	4509	No terminal repeats	1	11	0.7377	NA	0	0.0000	NA	NA
contig_20416	2973	No terminal repeats	6	11	0.7377	NA	0	0.0000	NA	NA
contig_118277	23306	No terminal repeats	17	11	0.7376	NA	0	0.0000	NA	NA
contig_121058	12866	No terminal repeats	14	11	0.7376	NA	0	0.0000	NA	NA
contig_80287	5654	No terminal repeats	4	11	0.7376	NA	0	1.5168	NA	NA
contig_110238	8562	No terminal repeats	9	11	0.7376	NA	0	0.0000	NA	NA
contig_87463	20074	No terminal repeats	12	11	0.7376	NA	0	0.0000	NA	NA
contig_110165	20450	No terminal repeats	24	11	0.7375	NA	0	0.0000	NA	NA
contig_89390	5628	No terminal repeats	5	11	0.7374	NA	0	1.5657	NA	NA
contig_118571	58778	No terminal repeats	67	11	0.7374	NA	0	0.0000	NA	NA
contig_115034	53468	No terminal repeats	61	11	0.7374	NA	0	0.0000	NA	NA
contig_123891	2534	No terminal repeats	9	11	0.7373	NA	0	0.0000	NA	NA
contig_89809	9708	No terminal repeats	7	11	0.7373	NA	0	0.0000	NA	NA
contig_117387	23413	No terminal repeats	24	11	0.7373	NA	0	0.0000	NA	NA
contig_107704	58417	No terminal repeats	63	11	0.7372	NA	0	0.0000	NA	NA
contig_65302	34688	No terminal repeats	39	11	0.7372	NA	0	0.0000	NA	NA
contig_120565	26404	No terminal repeats	26	11	0.7372	NA	0	0.0000	NA	NA
contig_104989	9144	No terminal repeats	14	11	0.7371	NA	0	0.0000	NA	NA
contig_52537	2902	No terminal repeats	4	11	0.7371	NA	0	0.0000	NA	NA
contig_123814	39613	No terminal repeats	37	11	0.7369	NA	0	0.0000	NA	NA
contig_119079	16073	No terminal repeats	25	11	0.7369	NA	0	0.0000	NA	NA
contig_127346	8688	No terminal repeats	9	11	0.7369	NA	0	0.0000	NA	NA
contig_97523	7563	No terminal repeats	9	11	0.7369	NA	0	0.0000	NA	NA
contig_50848	7922	No terminal repeats	8	11	0.7368	NA	0	0.0000	NA	NA
contig_104344	5364	No terminal repeats	5	11	0.7368	NA	0	0.0000	NA	NA
contig_108370	4170	No terminal repeats	4	11	0.7368	NA	0	0.0000	NA	NA
contig_116681	44117	No terminal repeats	58	11	0.7368	NA	0	0.0000	NA	NA
contig_121780	20857	No terminal repeats	27	11	0.7367	NA	0	0.0000	NA	NA
contig_44391	5601	No terminal repeats	5	11	0.7367	NA	0	0.0000	NA	NA
contig_100442	4341	No terminal repeats	6	11	0.7367	NA	0	0.0000	NA	NA
contig_122931	27114	No terminal repeats	31	11	0.7367	NA	0	0.0000	NA	NA
contig_5679	33782	No terminal repeats	16	11	0.7367	NA	0	0.0000	NA	NA
contig_113932	19880	No terminal repeats	19	11	0.7366	NA	0	0.0000	NA	NA
contig_54738	15719	No terminal repeats	16	11	0.7366	NA	0	0.0000	NA	NA
contig_68147	12742	No terminal repeats	7	11	0.7365	NA	0	0.0000	NA	NA
contig_88612	8827	No terminal repeats	5	11	0.7364	NA	0	0.0000	NA	NA
contig_106095	57228	No terminal repeats	53	11	0.7364	NA	0	0.0000	NA	NA
contig_113341	58893	No terminal repeats	65	11	0.7363	NA	0	0.0000	NA	NA
contig_3905	3253	No terminal repeats	1	4	0.7363	NA	0	0.0000	NA	NA
contig_129516	5096	No terminal repeats	8	11	0.7361	NA	0	0.0000	NA	NA
contig_100547	3818	No terminal repeats	5	11	0.7361	NA	0	0.0000	NA	NA
contig_68210	5322	No terminal repeats	7	11	0.7361	NA	0	0.0000	NA	NA
contig_118875	9352	No terminal repeats	5	11	0.7361	NA	0	0.0000	NA	NA
contig_71948	7077	No terminal repeats	10	11	0.7361	NA	0	0.0000	NA	NA
contig_69496	6905	No terminal repeats	6	11	0.7361	NA	0	0.0000	NA	NA
contig_99663	19420	No terminal repeats	21	11	0.7360	NA	0	0.0000	NA	NA
contig_136623	3018	DTR	3	11	0.7360	NA	0	0.0000	NA	NA
contig_107380	12567	No terminal repeats	16	11	0.7359	NA	0	0.0000	NA	NA
contig_121880	2564	No terminal repeats	1	11	0.7359	NA	0	0.0000	NA	NA
contig_109079	36332	No terminal repeats	36	11	0.7359	NA	0	0.0000	NA	NA
contig_126761	17405	No terminal repeats	21	11	0.7358	NA	0	0.0000	NA	NA
contig_124214	27511	No terminal repeats	33	11	0.7358	NA	0	0.0000	NA	NA
contig_115910	18887	No terminal repeats	24	11	0.7357	NA	0	0.0000	NA	NA
contig_125753	23077	No terminal repeats	20	11	0.7356	NA	0	0.0000	NA	NA
contig_91819	9343	No terminal repeats	8	11	0.7355	NA	0	0.0000	NA	NA
contig_103776	23809	No terminal repeats	27	11	0.7354	NA	0	0.0000	NA	NA
contig_99130	18111	No terminal repeats	14	11	0.7354	NA	0	0.0000	NA	NA
contig_61156	7500	No terminal repeats	4	11	0.7353	NA	0	0.0000	NA	NA
contig_125381	39811	No terminal repeats	51	11	0.7353	NA	0	0.0000	NA	NA
contig_43688	3042	No terminal repeats	5	11	0.7353	NA	0	0.0000	NA	NA
contig_71175	20625	No terminal repeats	28	11	0.7352	NA	0	0.0000	NA	NA
contig_27253	45161	No terminal repeats	40	11	0.7352	NA	0	1.7160	NA	NA
contig_70309	9439	No terminal repeats	14	11	0.7352	NA	0	0.8855	NA	NA
contig_128280	16080	No terminal repeats	14	11	0.7351	NA	0	0.0000	NA	NA
contig_64990	14456	No terminal repeats	22	11	0.7351	NA	0	0.0000	NA	NA
contig_113596	26891	No terminal repeats	30	11	0.7351	NA	0	0.0000	NA	NA
contig_80955	8641	No terminal repeats	11	11	0.7351	NA	0	0.0000	NA	NA
contig_12892	3400	No terminal repeats	3	11	0.7350	NA	0	0.0000	NA	NA
contig_82327	35146	No terminal repeats	36	11	0.7350	NA	0	0.0000	NA	NA
contig_88565	9154	No terminal repeats	8	11	0.7349	NA	0	0.0000	NA	NA
contig_33549	5453	No terminal repeats	5	11	0.7348	NA	0	0.0000	NA	NA
contig_22376	23455	No terminal repeats	24	11	0.7348	NA	0	0.0000	NA	NA
contig_64306	2843	No terminal repeats	3	11	0.7348	NA	0	0.0000	NA	NA
contig_58968	19764	No terminal repeats	25	11	0.7348	NA	0	0.0000	NA	NA
contig_51628	7218	No terminal repeats	7	11	0.7347	NA	0	0.0000	NA	NA
contig_110158	43592	No terminal repeats	60	11	0.7347	NA	0	0.0000	NA	NA
contig_41252	7946	No terminal repeats	13	11	0.7347	NA	0	0.0000	NA	NA
contig_110082	13010	No terminal repeats	15	11	0.7347	NA	0	0.0000	NA	NA
contig_17981	5885	No terminal repeats	3	11	0.7346	NA	0	0.0000	NA	NA
contig_117716	18806	No terminal repeats	26	11	0.7346	NA	0	0.0000	NA	NA
contig_127770	3902	No terminal repeats	8	11	0.7346	NA	0	0.0000	NA	NA
contig_7168	5412	No terminal repeats	3	11	0.7345	NA	0	0.0000	NA	NA
contig_70401	7230	No terminal repeats	6	11	0.7345	NA	0	0.0000	NA	NA
contig_101449	59971	No terminal repeats	74	11	0.7345	NA	0	0.0000	NA	NA
contig_107387	5550	No terminal repeats	11	11	0.7345	NA	0	0.0000	NA	NA
contig_71929	24289	No terminal repeats	26	11	0.7343	NA	0	0.0000	NA	NA
contig_99426	14690	No terminal repeats	23	11	0.7343	NA	0	0.0000	NA	NA
contig_40017	15897	No terminal repeats	12	11	0.7342	NA	0	3.3006	NA	NA
contig_117453	7333	No terminal repeats	10	11	0.7342	NA	0	0.0000	NA	NA
contig_75486	30097	No terminal repeats	45	11	0.7341	NA	0	0.0000	NA	NA
contig_75263	28195	No terminal repeats	29	11	0.7341	NA	0	0.0000	NA	NA
contig_57538	3047	No terminal repeats	3	11	0.7340	NA	0	0.0000	NA	NA
contig_61756	5284	No terminal repeats	7	11	0.7338	NA	0	0.0000	NA	NA
contig_53907	3957	No terminal repeats	4	11	0.7338	NA	0	0.0000	NA	NA
contig_118439	31984	No terminal repeats	38	11	0.7338	NA	0	0.0000	NA	NA
contig_124129	11118	No terminal repeats	17	11	0.7338	NA	0	0.0000	NA	NA
contig_126247	12147	No terminal repeats	17	11	0.7337	NA	0	0.0000	NA	NA
contig_75451	7244	No terminal repeats	14	11	0.7337	NA	0	0.0000	NA	NA
contig_71928	8698	No terminal repeats	8	11	0.7337	NA	0	0.0000	NA	NA
contig_126186	15488	No terminal repeats	17	11	0.7337	NA	0	0.0000	NA	NA
contig_111197	29966	No terminal repeats	36	11	0.7335	NA	0	0.0000	NA	NA
contig_117835	26956	No terminal repeats	29	11	0.7334	NA	0	0.0000	NA	NA
contig_123125	19776	No terminal repeats	21	11	0.7334	NA	0	0.0000	NA	NA
contig_124093	8110	No terminal repeats	10	11	0.7333	NA	0	0.0000	NA	NA
contig_112842	29076	No terminal repeats	29	11	0.7333	NA	0	0.0000	NA	NA
contig_93674	4735	No terminal repeats	5	11	0.7332	NA	0	0.0000	NA	NA
contig_119071	45051	No terminal repeats	58	11	0.7331	NA	0	0.0000	NA	NA
contig_54427	14256	No terminal repeats	16	11	0.7331	NA	0	0.0000	NA	NA
contig_50924	6360	No terminal repeats	6	11	0.7331	NA	0	0.0000	NA	NA
contig_51829	7087	No terminal repeats	5	11	0.7329	NA	0	0.0000	NA	NA
contig_59274	34558	No terminal repeats	44	11	0.7328	NA	0	0.0000	NA	NA
contig_59181	9848	No terminal repeats	3	11	0.7328	NA	0	0.0000	NA	NA
contig_109303	3345	No terminal repeats	1	15	0.7326	NA	0	0.0000	NA	NA
contig_114978	14725	No terminal repeats	15	11	0.7326	NA	0	0.0000	NA	NA
contig_107373	3063	No terminal repeats	1	11	0.7326	NA	0	0.0000	NA	NA
contig_125752	5624	No terminal repeats	6	11	0.7325	NA	0	0.0000	NA	NA
contig_124513	42719	No terminal repeats	58	11	0.7325	NA	0	0.0000	NA	NA
contig_133440	3640	DTR	1	11	0.7325	NA	0	0.0000	NA	NA
contig_57156	24826	No terminal repeats	23	11	0.7324	NA	0	0.0000	NA	NA
contig_50929	3668	No terminal repeats	4	11	0.7324	NA	0	0.0000	NA	NA
contig_113270	30124	No terminal repeats	32	11	0.7324	NA	0	0.0000	NA	NA
contig_10801	6907	No terminal repeats	1	15	0.7323	NA	0	0.0000	NA	NA
contig_63520	3545	No terminal repeats	4	11	0.7323	NA	0	0.0000	NA	NA
contig_87850	8451	No terminal repeats	10	11	0.7322	NA	0	0.0000	NA	NA
contig_99882	54973	No terminal repeats	55	11	0.7322	NA	0	0.0000	NA	NA
contig_40489	3194	No terminal repeats	2	11	0.7321	NA	0	0.0000	NA	NA
contig_119808	22452	No terminal repeats	24	11	0.7321	NA	0	0.0000	NA	NA
contig_121411	8625	No terminal repeats	11	11	0.7321	NA	0	0.0000	NA	NA
contig_94645	16324	No terminal repeats	11	11	0.7319	NA	0	0.0000	NA	NA
contig_80168	3258	No terminal repeats	1	11	0.7319	NA	0	0.0000	NA	NA
contig_66403	19885	No terminal repeats	21	11	0.7318	NA	0	0.0000	NA	NA
contig_90068	27933	No terminal repeats	36	11	0.7318	NA	0	0.0000	NA	NA
contig_99873	22513	No terminal repeats	22	11	0.7318	NA	0	0.0000	NA	NA
contig_106108	3900	No terminal repeats	13	11	0.7318	NA	0	0.0000	NA	NA
contig_67875	8317	No terminal repeats	8	11	0.7317	NA	0	0.0000	NA	NA
contig_23523	11297	No terminal repeats	7	4	0.7316	NA	0	0.0000	NA	NA
contig_51759	5229	No terminal repeats	5	11	0.7316	NA	0	0.0000	NA	NA
contig_114202	35266	No terminal repeats	30	11	0.7316	NA	0	0.0000	NA	NA
contig_103828	4880	No terminal repeats	3	11	0.7315	NA	0	0.0000	NA	NA
contig_24308	2652	No terminal repeats	2	11	0.7315	NA	0	0.0000	NA	NA
contig_123576	22753	No terminal repeats	15	11	0.7313	NA	0	0.0000	NA	NA
contig_85950	17085	No terminal repeats	16	11	0.7313	NA	0	0.0000	NA	NA
contig_51661	19082	No terminal repeats	21	11	0.7312	NA	0	0.0000	NA	NA
contig_121684	24542	No terminal repeats	24	11	0.7312	NA	0	0.0000	NA	NA
contig_113697	17928	No terminal repeats	24	11	0.7312	NA	0	0.0000	NA	NA
contig_50663	12750	No terminal repeats	18	11	0.7312	NA	0	0.0000	NA	NA
contig_34040	3774	No terminal repeats	9	11	0.7312	NA	0	0.0000	NA	NA
contig_15533	13248	No terminal repeats	16	11	0.7311	NA	0	0.0000	NA	NA
contig_100623	8806	No terminal repeats	9	11	0.7311	NA	0	0.0000	NA	NA
contig_90530	32731	No terminal repeats	39	11	0.7309	NA	0	0.0000	NA	NA
contig_41603	4268	No terminal repeats	7	11	0.7309	NA	0	0.0000	NA	NA
contig_127946	16770	No terminal repeats	11	11	0.7308	NA	0	0.0000	NA	NA
contig_109560	39977	No terminal repeats	35	11	0.7307	NA	0	0.0000	NA	NA
contig_57580	6609	No terminal repeats	7	11	0.7307	NA	0	0.0000	NA	NA
contig_59537	21976	No terminal repeats	29	11	0.7307	NA	0	0.0000	NA	NA
contig_109696	28123	No terminal repeats	35	11	0.7306	NA	0	0.0000	NA	NA
contig_118269	15259	No terminal repeats	21	11	0.7306	NA	0	0.0000	NA	NA
contig_136996	9029	No terminal repeats	6	11	0.7305	NA	0	0.0000	NA	NA
contig_71091	27009	No terminal repeats	42	11	0.7305	NA	0	0.0000	NA	NA
contig_100294	11202	No terminal repeats	19	11	0.7305	NA	0	0.0000	NA	NA
contig_119109	17032	No terminal repeats	19	11	0.7304	NA	0	0.0000	NA	NA
contig_30572	15022	No terminal repeats	14	11	0.7303	NA	0	0.0000	NA	NA
contig_137035	6159	No terminal repeats	10	11	0.7303	NA	0	0.0000	NA	NA
contig_51930	7914	No terminal repeats	9	11	0.7303	NA	0	0.0000	NA	NA
contig_97958	44483	No terminal repeats	58	11	0.7303	NA	0	0.0000	NA	NA
contig_48485	12310	No terminal repeats	18	11	0.7303	NA	0	0.0000	NA	NA
contig_125260	11913	No terminal repeats	16	11	0.7302	NA	0	0.0000	NA	NA
contig_135206	71196	No terminal repeats	78	11	0.7302	NA	0	0.0000	NA	NA
contig_75707	19432	No terminal repeats	17	11	0.7302	NA	0	0.0000	NA	NA
contig_70513	10902	No terminal repeats	13	11	0.7302	NA	0	0.0000	NA	NA
contig_101513	5641	No terminal repeats	5	4	0.7300	NA	0	0.0000	NA	NA
contig_121491	43620	No terminal repeats	49	11	0.7300	NA	0	0.0000	NA	NA
contig_108875	3107	No terminal repeats	0	11	0.7299	NA	0	0.0000	NA	NA
contig_66160	16797	No terminal repeats	22	11	0.7299	NA	0	0.0000	NA	NA
contig_56162	2607	No terminal repeats	3	11	0.7299	NA	0	1.1643	NA	NA
contig_126361	5309	No terminal repeats	6	11	0.7299	NA	0	0.0000	NA	NA
contig_111760	2564	No terminal repeats	2	11	0.7298	NA	0	0.0000	NA	NA
contig_133260	18734	No terminal repeats	16	11	0.7298	NA	0	0.0000	NA	NA
contig_123422	68847	No terminal repeats	59	11	0.7297	NA	0	0.0000	NA	NA
contig_107214	29438	No terminal repeats	38	11	0.7297	NA	0	0.0000	NA	NA
contig_117136	40400	No terminal repeats	48	11	0.7296	NA	0	0.0000	NA	NA
contig_63739	5270	No terminal repeats	7	11	0.7296	NA	0	0.0000	NA	NA
contig_120710	5050	No terminal repeats	6	11	0.7296	NA	0	0.0000	NA	NA
contig_54867	20438	No terminal repeats	26	11	0.7294	NA	0	0.0000	NA	NA
contig_110812	13070	No terminal repeats	14	11	0.7294	NA	0	0.0000	NA	NA
contig_123421	8554	No terminal repeats	7	11	0.7294	NA	0	0.0000	NA	NA
contig_123659	25770	No terminal repeats	28	11	0.7293	NA	0	0.0000	NA	NA
contig_78462	81765	No terminal repeats	62	11	0.7293	NA	0	0.6790	NA	NA
contig_113136	68815	No terminal repeats	72	11	0.7293	NA	0	0.0000	NA	NA
contig_98089	7744	No terminal repeats	9	11	0.7293	NA	0	0.0000	NA	NA
contig_14236	4080	No terminal repeats	4	11	0.7293	NA	0	0.0000	NA	NA
contig_119866	15025	No terminal repeats	11	11	0.7292	NA	0	0.0000	NA	NA
contig_118967	5578	No terminal repeats	7	11	0.7292	NA	0	0.0497	NA	NA
contig_108420	46474	No terminal repeats	49	11	0.7292	NA	0	0.0000	NA	NA
contig_63729	14069	No terminal repeats	15	11	0.7292	NA	0	0.0000	NA	NA
contig_112200	20199	No terminal repeats	31	11	0.7292	NA	0	0.0000	NA	NA
contig_122299	12046	No terminal repeats	18	11	0.7291	NA	0	0.0000	NA	NA
contig_119280	22496	No terminal repeats	24	11	0.7291	NA	0	0.0000	NA	NA
contig_90859	3567	No terminal repeats	5	11	0.7291	NA	0	0.0000	NA	NA
contig_123331	9020	No terminal repeats	9	11	0.7291	NA	0	0.0000	NA	NA
contig_115415	54238	No terminal repeats	76	11	0.7291	NA	0	0.0000	NA	NA
contig_119264	23325	No terminal repeats	22	11	0.7290	NA	0	0.0000	NA	NA
contig_108996	4088	No terminal repeats	3	11	0.7289	NA	0	0.0000	NA	NA
contig_136702	10705	No terminal repeats	15	11	0.7288	NA	0	0.0000	NA	NA
contig_123054	19655	No terminal repeats	25	11	0.7287	NA	0	0.0000	NA	NA
contig_70593	70830	No terminal repeats	79	11	0.7287	NA	0	0.0000	NA	NA
contig_107735	14470	No terminal repeats	9	11	0.7286	NA	0	0.0000	NA	NA
contig_116437	24550	No terminal repeats	30	11	0.7285	NA	0	0.0000	NA	NA
contig_115470	31025	No terminal repeats	39	11	0.7285	NA	0	0.0000	NA	NA
contig_132191	18294	No terminal repeats	17	11	0.7285	NA	0	0.0000	NA	NA
contig_72909	11246	No terminal repeats	5	11	0.7284	NA	0	0.0000	NA	NA
contig_120485	9459	No terminal repeats	10	11	0.7284	NA	0	0.0000	NA	NA
contig_94705	4704	No terminal repeats	8	11	0.7284	NA	0	0.0000	NA	NA
contig_111575	42655	No terminal repeats	43	11	0.7282	NA	0	0.0000	NA	NA
contig_123884	26232	No terminal repeats	29	11	0.7281	NA	0	0.0000	NA	NA
contig_58674	36597	No terminal repeats	38	11	0.7281	NA	0	0.0000	NA	NA
contig_51932	12325	No terminal repeats	11	11	0.7280	NA	0	0.0000	NA	NA
contig_132357	12262	No terminal repeats	12	11	0.7280	NA	0	0.0000	NA	NA
contig_121985	33589	No terminal repeats	33	11	0.7279	NA	0	0.0000	NA	NA
contig_22100	13548	No terminal repeats	15	11	0.7279	NA	0	0.0000	NA	NA
contig_52687	16806	No terminal repeats	16	11	0.7278	NA	0	0.0000	NA	NA
contig_120858	52833	No terminal repeats	63	11	0.7278	NA	0	0.0000	NA	NA
contig_110629	12297	No terminal repeats	13	11	0.7278	NA	0	0.1169	NA	NA
contig_15612	3100	No terminal repeats	3	11	0.7277	NA	0	0.0000	NA	NA
contig_18099	8220	No terminal repeats	2	11	0.7276	NA	0	0.0000	NA	NA
contig_94906	19743	No terminal repeats	19	11	0.7276	NA	0	0.0000	NA	NA
contig_73555	18524	No terminal repeats	18	11	0.7276	NA	0	0.0000	NA	NA
contig_86264	5297	No terminal repeats	8	11	0.7275	NA	0	0.0000	NA	NA
