seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
contig_82442	9596	No terminal repeats	NA	21	11	0.9619	NA	1	12.2211	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_97748	2780	No terminal repeats	NA	7	11	0.9619	NA	0	4.9620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_70360	4003	No terminal repeats	NA	8	11	0.9618	NA	0	6.8685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_70959	2625	No terminal repeats	NA	6	11	0.9618	NA	1	4.7243	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_75987	6887	No terminal repeats	NA	13	11	0.9618	NA	0	1.7183	Unclassified
contig_53410	6792	No terminal repeats	NA	11	11	0.9618	NA	0	3.4356	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_65476	3456	No terminal repeats	NA	2	11	0.9617	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_75924	6833	No terminal repeats	NA	3	11	0.9617	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_16606	3940	No terminal repeats	NA	9	11	0.9617	NA	1	6.7008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_103716	7898	No terminal repeats	NA	10	11	0.9616	NA	3	6.4255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_82119	4132	No terminal repeats	NA	10	11	0.9615	NA	0	3.4366	Unclassified
contig_78032	36499	No terminal repeats	NA	32	11	0.9614	NA	1	21.6902	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
contig_67425	449	No terminal repeats	NA	1	11	0.9613	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
contig_103057	3252	No terminal repeats	NA	9	11	0.9613	NA	0	6.8704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_86001	2751	No terminal repeats	NA	4	11	0.9613	NA	0	4.9058	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
contig_135482	5691	No terminal repeats	NA	11	11	0.9613	NA	1	2.8013	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_114214	4035	No terminal repeats	NA	9	11	0.9612	NA	1	7.8530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_106365	13035	No terminal repeats	NA	24	11	0.9612	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_62701	12086	No terminal repeats	NA	18	11	0.9612	NA	2	4.6545	Viruses;Varidnaviria;Bamfordvirae
contig_66803	7965	No terminal repeats	NA	12	11	0.9612	NA	0	3.0062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_51323	3431	No terminal repeats	NA	4	11	0.9612	NA	0	3.1555	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_65859	1000	No terminal repeats	NA	3	11	0.9611	NA	1	3.0581	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_95306	52946	No terminal repeats	NA	76	11	0.9610	NA	13	45.0841	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_81369	3412	No terminal repeats	NA	6	11	0.9610	NA	0	3.3640	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_125028	10624	No terminal repeats	NA	14	11	0.9610	NA	1	4.9770	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
contig_73429	12472	No terminal repeats	NA	33	11	0.9608	NA	5	28.4818	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_54088	8585	No terminal repeats	NA	14	11	0.9607	NA	1	12.5969	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_119327	5720	No terminal repeats	NA	7	11	0.9607	NA	0	6.3021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_63282	3036	No terminal repeats	NA	10	11	0.9606	NA	0	4.5461	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_85943	1714	No terminal repeats	NA	3	15	0.9606	NA	1	3.4300	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_64834	19838	No terminal repeats	NA	26	11	0.9606	NA	1	4.9265	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_81400	8642	No terminal repeats	NA	6	11	0.9606	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_120766	29328	No terminal repeats	NA	37	11	0.9605	NA	3	33.1586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
contig_59693	24694	No terminal repeats	NA	43	11	0.9605	NA	4	45.3960	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_67417	6228	No terminal repeats	NA	9	11	0.9604	NA	0	6.6257	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_67406	8195	No terminal repeats	NA	11	11	0.9604	NA	1	5.5147	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_81681	7486	No terminal repeats	NA	13	11	0.9604	NA	0	4.2681	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_88320	8361	No terminal repeats	NA	7	11	0.9604	NA	0	6.8554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_107646	4937	No terminal repeats	NA	11	11	0.9601	NA	0	3.4366	Unclassified
contig_115792	6796	No terminal repeats	NA	8	11	0.9601	NA	0	7.7885	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_53356	13253	No terminal repeats	NA	10	11	0.9600	NA	3	10.7692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_64489	3962	No terminal repeats	NA	3	11	0.9600	NA	0	3.4118	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_89290	17647	No terminal repeats	NA	9	11	0.9600	NA	1	7.5580	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_117480	4593	No terminal repeats	NA	9	11	0.9599	NA	0	3.2544	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_116934|provirus_38773_49754	10982	Provirus	38773-49754	16	11	0.9599	NA	5	10.7562	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_52199	5091	No terminal repeats	NA	12	11	0.9598	NA	1	10.1781	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_87275	5435	No terminal repeats	NA	11	11	0.9597	NA	0	4.8593	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_92960	5506	No terminal repeats	NA	14	11	0.9597	NA	0	3.2451	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_98926	9508	No terminal repeats	NA	20	11	0.9597	NA	1	16.1040	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_94559	611	No terminal repeats	NA	2	11	0.9596	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_123165	3284	No terminal repeats	NA	2	11	0.9593	NA	0	3.1440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_52895	2797	No terminal repeats	NA	5	11	0.9593	NA	0	3.3998	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_101089	2092	No terminal repeats	NA	4	11	0.9592	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_120405	22526	No terminal repeats	NA	46	11	0.9591	NA	0	17.3531	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_99731	2649	No terminal repeats	NA	3	11	0.9589	NA	0	4.5741	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_103868	13655	No terminal repeats	NA	33	11	0.9589	NA	1	16.7673	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_80694	4808	No terminal repeats	NA	9	11	0.9588	NA	0	2.9618	Unclassified
contig_120019	19947	No terminal repeats	NA	50	11	0.9588	NA	0	5.0011	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
contig_98907	18240	No terminal repeats	NA	27	11	0.9587	NA	0	3.4345	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_117265	8628	No terminal repeats	NA	16	11	0.9586	NA	0	24.6904	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_132347	14897	No terminal repeats	NA	16	11	0.9585	NA	0	2.6874	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae
contig_91450	11516	No terminal repeats	NA	24	11	0.9585	NA	0	22.1212	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_106476	2702	No terminal repeats	NA	6	11	0.9585	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_122282	54630	No terminal repeats	NA	73	11	0.9585	NA	4	34.9431	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
contig_77918	2724	No terminal repeats	NA	4	11	0.9584	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_93717	4215	No terminal repeats	NA	3	11	0.9584	NA	1	2.9180	Unclassified
contig_120180	19449	No terminal repeats	NA	22	11	0.9584	NA	3	20.8665	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae
contig_126095	8766	No terminal repeats	NA	20	11	0.9582	NA	1	12.6127	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Straboviridae
contig_51244	4205	No terminal repeats	NA	8	11	0.9581	NA	0	4.9204	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_73352	2686	No terminal repeats	NA	3	11	0.9581	NA	0	3.4294	Unclassified
contig_69712	19009	No terminal repeats	NA	19	11	0.9581	NA	4	19.9995	Viruses
contig_51332	6841	No terminal repeats	NA	9	11	0.9580	NA	1	6.2877	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_66964	7975	No terminal repeats	NA	15	11	0.9580	NA	1	4.3257	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_114030	16885	No terminal repeats	NA	24	11	0.9579	NA	1	10.3012	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Polintoviricetes;Orthopolintovirales;Adintoviridae
contig_83514	585	No terminal repeats	NA	3	11	0.9579	NA	1	3.3511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_115639	2445	No terminal repeats	NA	6	11	0.9579	NA	1	4.8770	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_98126	17366	No terminal repeats	NA	38	11	0.9578	NA	0	5.4982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_51337	7462	No terminal repeats	NA	14	11	0.9578	NA	1	8.3170	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_54193	3020	No terminal repeats	NA	5	11	0.9578	NA	0	5.1548	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_92438	6545	No terminal repeats	NA	14	11	0.9578	NA	0	13.0098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_125869	28436	No terminal repeats	NA	52	11	0.9578	NA	11	47.7156	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_73158	12951	No terminal repeats	NA	16	11	0.9576	NA	4	6.2805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_117693	6496	No terminal repeats	NA	9	11	0.9573	NA	0	3.3006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
contig_97428	537	No terminal repeats	NA	2	11	0.9573	NA	1	3.4325	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_99514	17625	No terminal repeats	NA	26	11	0.9572	NA	0	11.5467	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_70993	11740	No terminal repeats	NA	15	11	0.9571	NA	1	3.3860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_87213	2806	No terminal repeats	NA	6	11	0.9570	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_73812	2975	No terminal repeats	NA	9	11	0.9570	NA	0	5.1548	Unclassified
contig_81244	4183	No terminal repeats	NA	8	11	0.9569	NA	0	3.1431	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
contig_91802	3586	No terminal repeats	NA	3	11	0.9569	NA	1	3.3176	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_79104	22645	No terminal repeats	NA	34	11	0.9568	NA	5	30.8963	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_135327	7188	No terminal repeats	NA	2	11	0.9568	NA	0	3.4261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_122490	17511	No terminal repeats	NA	24	11	0.9568	NA	0	2.8075	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_90368	4127	No terminal repeats	NA	3	11	0.9568	NA	0	2.7955	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_111539	5178	No terminal repeats	NA	17	11	0.9567	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_62747	3578	No terminal repeats	NA	2	11	0.9567	NA	0	2.9238	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_118076	31776	No terminal repeats	NA	47	11	0.9567	NA	0	4.8690	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_117296	9594	No terminal repeats	NA	13	11	0.9566	NA	0	4.6071	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_67559	2755	No terminal repeats	NA	7	11	0.9566	NA	0	2.7032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_133950	10412	No terminal repeats	NA	22	11	0.9563	NA	0	1.6668	Unclassified
contig_92731	6834	No terminal repeats	NA	14	11	0.9562	NA	0	2.8652	Unclassified
contig_64524	5798	No terminal repeats	NA	10	11	0.9562	NA	0	6.4587	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_98318	2567	No terminal repeats	NA	4	11	0.9562	NA	0	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_70780	3067	No terminal repeats	NA	6	11	0.9562	NA	0	1.7183	Unclassified
contig_97117	3882	No terminal repeats	NA	6	11	0.9560	NA	0	4.1429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_118523	5067	No terminal repeats	NA	10	11	0.9560	NA	1	11.1975	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_107677	8452	No terminal repeats	NA	7	11	0.9560	NA	0	3.1781	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_78336	20818	No terminal repeats	NA	37	11	0.9559	NA	4	13.7463	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae
contig_72413	1706	No terminal repeats	NA	2	11	0.9559	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_85299	4633	No terminal repeats	NA	14	11	0.9558	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_80423	16377	No terminal repeats	NA	30	11	0.9558	NA	0	2.9626	Unclassified
contig_71389	6455	No terminal repeats	NA	1	11	0.9558	NA	0	1.2389	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83813	10620	No terminal repeats	NA	12	11	0.9557	NA	1	12.0508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_103465	3709	No terminal repeats	NA	1	11	0.9557	NA	0	1.7183	Unclassified
contig_64526	5303	No terminal repeats	NA	4	11	0.9555	NA	0	4.1495	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_132476	23425	No terminal repeats	NA	28	11	0.9554	NA	3	17.0273	Viruses;Varidnaviria;Bamfordvirae
contig_56351	11619	No terminal repeats	NA	29	11	0.9553	NA	0	14.4754	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_117550	8179	No terminal repeats	NA	14	11	0.9552	NA	1	2.5884	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_89726	2410	No terminal repeats	NA	2	11	0.9552	NA	1	3.1645	Unclassified
contig_85987	3426	No terminal repeats	NA	3	11	0.9552	NA	0	3.1190	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_68237	30793	No terminal repeats	NA	24	11	0.9552	NA	2	24.3025	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_127828	5064	No terminal repeats	NA	12	11	0.9552	NA	0	7.5070	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_91234	3721	No terminal repeats	NA	7	11	0.9551	NA	0	8.4703	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_97453	3934	No terminal repeats	NA	4	11	0.9551	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
contig_95072	10912	No terminal repeats	NA	11	11	0.9550	NA	1	10.9968	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_125536	5481	No terminal repeats	NA	1	11	0.9550	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_55164	3410	No terminal repeats	NA	9	11	0.9549	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_101988	5080	No terminal repeats	NA	2	11	0.9548	NA	0	2.8853	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_87485	12428	No terminal repeats	NA	12	11	0.9548	NA	0	11.0058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_73347	10334	No terminal repeats	NA	20	11	0.9548	NA	0	9.7215	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_53840	1818	No terminal repeats	NA	3	11	0.9547	NA	1	3.3966	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_117764	5452	No terminal repeats	NA	11	11	0.9546	NA	0	1.7183	Unclassified
contig_51652	6425	No terminal repeats	NA	12	11	0.9546	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_89800	10741	No terminal repeats	NA	17	11	0.9546	NA	0	1.5818	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
contig_4418	3360	No terminal repeats	NA	6	15	0.9545	NA	0	2.6901	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_123240	5249	No terminal repeats	NA	9	11	0.9545	NA	0	3.2093	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_132374	8558	No terminal repeats	NA	14	11	0.9544	NA	7	18.5174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_67008	77397	No terminal repeats	NA	90	11	0.9544	NA	0	13.7786	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
contig_126424	575	DTR	NA	1	11	0.9543	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae
contig_124024	18345	No terminal repeats	NA	31	11	0.9542	NA	0	1.7183	Unclassified
contig_87839	6633	No terminal repeats	NA	13	11	0.9541	NA	1	10.3837	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_68822	2840	No terminal repeats	NA	6	11	0.9541	NA	0	3.2151	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_104375	3527	No terminal repeats	NA	10	11	0.9541	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_68100	7757	No terminal repeats	NA	5	11	0.9540	NA	2	7.3318	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_56399	4049	No terminal repeats	NA	2	11	0.9539	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66470	545	No terminal repeats	NA	3	15	0.9538	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_120541	3233	No terminal repeats	NA	9	11	0.9538	NA	0	3.4277	Unclassified
contig_65643	33485	No terminal repeats	NA	56	11	0.9536	NA	3	56.6526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_122325	30905	No terminal repeats	NA	52	11	0.9534	NA	7	22.5618	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_101927	4599	No terminal repeats	NA	2	11	0.9533	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_77643	19014	No terminal repeats	NA	16	11	0.9533	NA	4	21.1927	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
contig_68805	3568	No terminal repeats	NA	2	11	0.9533	NA	0	3.3394	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_81916	23636	No terminal repeats	NA	33	11	0.9532	NA	0	8.2361	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae
contig_123099	6257	No terminal repeats	NA	10	11	0.9531	NA	0	2.5479	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_58252	5254	No terminal repeats	NA	10	11	0.9530	NA	2	6.8570	Viruses;Varidnaviria;Bamfordvirae
contig_132506	2405	No terminal repeats	NA	2	11	0.9530	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_30020	7358	No terminal repeats	NA	14	11	0.9529	NA	2	2.8870	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Polintoviricetes;Orthopolintovirales;Adintoviridae
contig_59699	22965	No terminal repeats	NA	42	11	0.9528	NA	5	39.3029	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_121118	2862	No terminal repeats	NA	8	11	0.9528	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_123038	7157	No terminal repeats	NA	12	11	0.9528	NA	0	1.7183	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae
contig_125460	9967	No terminal repeats	NA	15	11	0.9527	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_115917	7740	No terminal repeats	NA	15	11	0.9526	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_132362	14472	No terminal repeats	NA	24	11	0.9526	NA	0	34.0229	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_68813	5154	No terminal repeats	NA	11	11	0.9525	NA	1	4.3558	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_91212	2839	No terminal repeats	NA	2	11	0.9524	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_75385	2560	No terminal repeats	NA	5	11	0.9523	NA	0	3.4366	Unclassified
contig_88728	21979	No terminal repeats	NA	33	11	0.9523	NA	0	5.1548	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae
contig_53357	2630	No terminal repeats	NA	3	11	0.9523	NA	0	3.1956	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_80595	2996	No terminal repeats	NA	6	11	0.9522	NA	1	5.7553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_82432	5180	No terminal repeats	NA	2	11	0.9522	NA	0	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_60178	5878	No terminal repeats	NA	5	11	0.9521	NA	0	3.0836	Viruses
contig_104025	58885	No terminal repeats	NA	87	11	0.9519	NA	0	5.6140	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_85991	2528	No terminal repeats	NA	4	11	0.9518	NA	0	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_109752	7657	No terminal repeats	NA	6	11	0.9518	NA	0	1.7124	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_103213	2604	No terminal repeats	NA	3	11	0.9518	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_135548	5097	No terminal repeats	NA	8	11	0.9518	NA	0	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae
contig_98958	968	No terminal repeats	NA	2	11	0.9517	NA	1	3.4048	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
