contig_id	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
contig_80697	8048	18	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80708	8578	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80736	4550	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80834	2856	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80850	3505	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80875	3469	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80876	5320	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80877	3383	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80880	3822	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80881	3877	6	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80883	31606	56	20	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80884	5531	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80885	5657	19	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80906	18466	24	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80907	12617	15	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80908	4638	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80925	4237	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_80995	8725	22	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81005	2374	4	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81006	4001	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81042	59899	126	32	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81043	6126	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81084	7316	16	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81121	17114	24	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81127	21013	35	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81130	3774	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81131	13035	29	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81148	2877	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81154	49169	44	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81170	8241	13	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81179	13801	29	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81182	2908	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81183	51719	43	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81191	90426	180	48	6	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81192	22781	50	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81193	31630	74	25	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81232	19273	25	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81234	3549	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81241	5423	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81244	4183	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81328	9704	17	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81329	4477	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81331	6571	14	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81336	4149	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81338	53948	65	18	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81364	1632	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81365	1986	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81367	46073	78	31	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81369	3412	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81371	2671	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81372	34660	52	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81400	8642	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81402	42840	71	20	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81429	10586	17	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81493	5152	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81494	8978	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81495	10313	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81512	9649	24	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81518	4767	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81519	9915	19	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81526	3639	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81529	2836	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81542	6419	16	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81548	91740	188	53	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81561	5214	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81562	51171	67	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81563	17742	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81575	38209	63	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81593	36282	68	22	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81632	20720	51	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81641	39403	73	21	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81655	3498	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81657	5990	14	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81681	7486	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81688	17588	31	16	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81689	33987	66	22	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81690	3936	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81693	123666	216	47	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81726	6552	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81775	16733	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81778	6573	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81819	50353	114	32	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81821	6632	17	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81831	8435	22	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81837	3195	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81843	42954	79	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81848	5444	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81851	33368	52	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81852	2784	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81853	5772	14	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81854	20470	30	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81856	2799	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81883	15471	33	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81914	9020	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81916	23636	33	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81919	22431	30	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81922	15736	32	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81924	8981	16	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81925	3820	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81926	2719	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81927	21314	38	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81951	4728	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81952	12138	20	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81957	4789	19	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81963	3192	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81974	2870	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81983	8754	23	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81984	6165	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_81996	29786	65	20	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82018	5436	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82037	6709	15	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82057	17884	26	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82058	5483	17	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82059	3852	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82060	28747	48	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82061	8954	11	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82062	7869	12	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82063	10749	19	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82078	22029	40	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82079	5559	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82080	7563	18	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82081	8606	17	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82083	14056	29	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82086	48777	69	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82087	12972	30	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82118	4765	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82119	4132	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82120	2702	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82122	31120	21	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82213	19755	16	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82214	12389	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82215	8337	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82217	4123	1	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82218	38337	44	8	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82224	17899	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82225	10301	14	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82251	2654	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82285	779	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82288	2713	3	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82290	5173	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82292	2847	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82293	15505	34	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82294	18599	11	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82295	8832	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82296	13385	12	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82304	16161	18	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82315	3720	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82316	11119	23	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82317	5657	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82319	17553	38	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82320	17650	43	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82321	8792	19	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82345	8652	19	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82386	10274	18	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82389	10315	10	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82390	3984	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82391	2616	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82431	12340	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82432	5180	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82442	9596	21	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82468	2758	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82561	4127	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82677	28245	70	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82679	2760	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82693	3664	3	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82711	3140	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82737	11299	23	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82738	9330	14	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82739	11999	23	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82774	10121	14	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82776	231395	150	2	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82805	18095	29	13	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82809	3383	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82814	3560	25	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82840	21739	19	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82841	22016	13	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82843	2890	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82844	6031	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82866	15881	32	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82870	10207	12	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82967	7051	20	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82969	6688	22	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_8297	4100	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82973	7151	21	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_82994	25613	42	13	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83003	2607	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83005	5929	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83009	8617	15	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83010	43755	77	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83013	8995	14	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83021	3173	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83052	5181	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83075	10161	21	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83107	6199	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83108	4972	14	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83126	11362	17	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83127	5025	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83128	4922	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83132	22420	30	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83134	21859	18	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83143	10526	24	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83160	21122	23	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83167	4391	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83168	18375	37	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83169	3781	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83170	2926	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83171	12805	17	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83179	18335	33	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83182	2646	5	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83183	6249	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83188	20001	38	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83194	18217	37	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83202	16392	36	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83204	17274	31	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83205	7110	18	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83254	20233	40	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83255	108796	236	80	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83257	11624	29	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83259	14293	30	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83260	31686	66	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83261	32158	51	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83262	8069	17	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83264	7874	19	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83294	6912	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83337	2679	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83343	4603	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83363	8463	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83390	12768	15	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83396	6258	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83419	5249	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83420	2724	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_8343	5583	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83454	3923	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83456	4822	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83458	7231	9	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83486	8670	16	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83504	2504	5	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83508	10210	18	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83509	3686	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83512	1432	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83514	585	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83515	5891	14	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83516	41998	88	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83542	33356	81	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83546	13920	28	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83581	14817	31	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83583	5280	6	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83584	35316	53	16	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83585	16888	38	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83586	10669	15	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83592	5893	9	1	1	Yes	3509	2384	host,viral	2384,3509	1-2384,2385-5893	1-3,4-9	0,1	1,0
contig_83600	3630	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83601	3414	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83604	25310	44	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83622	50749	43	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83623	9989	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83624	16515	18	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83626	25609	29	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83628	4912	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83666	9599	24	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83679	2753	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83680	5895	8	2	1	Yes	4443	1452	viral,host	4443,1452	1-4443,4444-5895	1-6,7-8	2,0	0,1
contig_83684	7658	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83717	29022	39	16	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83718	7456	11	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83719	3938	4	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83722	5016	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83723	3672	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83725	4291	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83726	3716	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83728	14836	28	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83734	4601	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83737	8146	24	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83739	3344	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83741	5275	13	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83766	3355	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83768	5772	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83795	2475	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83812	2814	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83813	10620	12	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83839	3174	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83843	11501	20	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83889	53739	105	21	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83901	6191	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83914	7834	11	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83915	2163	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83917	2108	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83918	3944	11	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83924	34821	51	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83925	5530	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83955	17068	26	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83961	2845	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83968	7485	19	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_83969	42091	48	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84006	3975	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84007	4047	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84008	14013	30	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84010	8974	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84012	2666	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84038	12066	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84102	5197	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84120	10258	6	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84143	5114	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84144	2675	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84146	10222	20	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84164	3483	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84173	25582	52	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84174	27803	56	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84175	40751	80	24	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84176	9846	21	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84177	8135	17	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84178	37035	81	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84182	19298	42	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84205	17051	29	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84208	10688	19	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84209	5458	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84218	18056	17	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84219	3486	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84220	10600	14	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84231	5224	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84249	5575	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84257	15318	23	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84258	3929	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84273	5857	14	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84313	2835	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84319	4349	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84327	6438	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84404	6226	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84409	8583	23	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84414	4345	1	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84543	6969	21	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84544	33207	54	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84546	22461	39	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84605	13115	24	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84610	3308	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84623	36062	68	19	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84665	14218	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_84676	14385	31	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
