contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
contig_85297	13225	No	NA	9	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.15	no viral genes detected
contig_85299	4633	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_85377	5631	No	NA	13	2	0	Low-quality	Genome-fragment	8.89	AAI-based (high-confidence)	0.0	1.0	
contig_85390	18188	No	NA	35	8	0	Low-quality	Genome-fragment	47.13	AAI-based (high-confidence)	0.0	1.0	
contig_85395	4980	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
contig_85407	5571	No	NA	8	1	0	Low-quality	Genome-fragment	15.21	HMM-based (lower-bound)	0.0	1.0	
contig_85408	33864	No	NA	59	12	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_85423	8630	No	NA	12	0	0	Low-quality	Genome-fragment	12.74	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_85445	4107	No	NA	8	0	0	Low-quality	Genome-fragment	9.01	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_85446	3774	No	NA	7	0	0	Low-quality	Genome-fragment	8.08	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_85502	6035	No	NA	12	5	0	Low-quality	Genome-fragment	6.44	AAI-based (high-confidence)	0.0	1.0	
contig_85510	13784	No	NA	22	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.16	no viral genes detected
contig_85526	11076	No	NA	18	11	0	Low-quality	Genome-fragment	20.47	AAI-based (high-confidence)	0.0	1.0	
contig_85547	9758	No	NA	13	1	0	Low-quality	Genome-fragment	16.99	AAI-based (high-confidence)	0.0	1.0	
contig_85565	19899	No	NA	36	9	0	Medium-quality	Genome-fragment	54.13	AAI-based (high-confidence)	0.0	1.0	
contig_85566	34605	No	NA	50	12	0	High-quality	High-quality	94.39	AAI-based (high-confidence)	0.0	1.0	
contig_85569	2850	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_85573	3693	No	NA	9	3	0	Low-quality	Genome-fragment	9.95	AAI-based (high-confidence)	0.0	1.0	
contig_85574	4125	No	NA	7	2	0	Low-quality	Genome-fragment	12.99	AAI-based (medium-confidence)	0.0	1.0	
contig_85575	4061	No	NA	7	1	0	Low-quality	Genome-fragment	9.6	AAI-based (medium-confidence)	0.0	1.0	
contig_85576	4175	No	NA	8	7	0	Low-quality	Genome-fragment	11.03	AAI-based (medium-confidence)	0.0	1.0	
contig_85577	7469	No	NA	6	0	0	Low-quality	Genome-fragment	20.61	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_85578	3823	No	NA	8	1	0	Low-quality	Genome-fragment	7.9	AAI-based (high-confidence)	0.0	1.0	
contig_85579	2604	No	NA	10	1	0	Low-quality	Genome-fragment	7.07	AAI-based (high-confidence)	0.0	1.0	
contig_85596	9594	No	NA	14	5	0	Low-quality	Genome-fragment	21.43	AAI-based (medium-confidence)	0.0	1.0	
contig_85597	74338	No	NA	102	24	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.02	
contig_85598	7944	No	NA	14	2	0	Low-quality	Genome-fragment	14.43	AAI-based (high-confidence)	0.0	1.0	
contig_85606	3399	No	NA	7	2	0	Low-quality	Genome-fragment	1.53	HMM-based (lower-bound)	0.0	1.0	
contig_85626	30300	No	NA	33	8	0	Medium-quality	Genome-fragment	52.0	AAI-based (high-confidence)	0.0	1.0	
contig_85627	18672	No	NA	25	11	0	Low-quality	Genome-fragment	32.32	AAI-based (high-confidence)	0.0	1.0	
contig_85641	5492	No	NA	12	1	0	Low-quality	Genome-fragment	8.31	AAI-based (high-confidence)	0.0	1.0	
contig_85642	26632	No	NA	32	13	0	Low-quality	Genome-fragment	42.75	AAI-based (medium-confidence)	0.0	1.0	
contig_85644	10367	No	NA	6	4	0	Low-quality	Genome-fragment	16.17	AAI-based (high-confidence)	0.0	1.0	
contig_85653	15740	No	NA	36	10	0	Low-quality	Genome-fragment	6.65	HMM-based (lower-bound)	0.0	1.0	
contig_85693	3072	No	NA	5	0	0	Low-quality	Genome-fragment	5.66	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_85703	18014	No	NA	42	7	0	Low-quality	Genome-fragment	31.42	AAI-based (high-confidence)	0.0	1.0	
contig_85711	9038	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_85737	2279	No	NA	5	1	0	Low-quality	Genome-fragment	0.9	HMM-based (lower-bound)	0.0	1.0	
contig_85738	84163	No	NA	109	22	1	Low-quality	Genome-fragment	45.27	AAI-based (medium-confidence)	0.0	1.02	
contig_85739	6908	No	NA	9	3	0	Low-quality	Genome-fragment	2.98	HMM-based (lower-bound)	0.0	1.0	
contig_85740	42401	No	NA	68	18	0	Low-quality	Genome-fragment	23.84	AAI-based (medium-confidence)	0.0	1.0	
contig_85741	59296	No	NA	104	12	1	Low-quality	Genome-fragment	31.68	AAI-based (medium-confidence)	0.0	1.02	
contig_85783	33876	No	NA	39	16	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
contig_85826	9895	No	NA	12	7	0	Low-quality	Genome-fragment	19.22	AAI-based (high-confidence)	0.0	1.0	
contig_85827	7289	No	NA	12	7	0	Low-quality	Genome-fragment	14.4	AAI-based (medium-confidence)	0.0	1.0	
contig_8584	3361	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.27	no viral genes detected
contig_85878	18860	No	NA	30	5	0	Low-quality	Genome-fragment	31.85	AAI-based (high-confidence)	0.0	1.0	
contig_85909	11895	No	NA	17	5	0	Low-quality	Genome-fragment	6.54	HMM-based (lower-bound)	0.0	1.0	
contig_85913	7894	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_85914	7372	No	NA	12	2	0	Low-quality	Genome-fragment	3.41	HMM-based (lower-bound)	0.0	1.0	
contig_85915	12018	No	NA	15	3	0	Low-quality	Genome-fragment	11.92	HMM-based (lower-bound)	0.0	1.08	
contig_85918	19267	No	NA	34	10	0	Low-quality	Genome-fragment	8.69	HMM-based (lower-bound)	0.0	1.0	
contig_85939	16502	No	NA	27	5	0	Low-quality	Genome-fragment	43.7	AAI-based (high-confidence)	0.0	1.0	
contig_85940	18580	No	NA	49	4	0	Low-quality	Genome-fragment	21.04	HMM-based (lower-bound)	0.0	1.0	
contig_85941	1438	No	NA	4	2	0	Low-quality	Genome-fragment	3.81	AAI-based (high-confidence)	0.0	1.0	
contig_85942	8158	No	NA	14	4	0	Low-quality	Genome-fragment	17.97	AAI-based (high-confidence)	0.0	1.0	
contig_85943	1714	No	NA	3	1	0	Low-quality	Genome-fragment	3.81	AAI-based (high-confidence)	0.0	1.0	
contig_85957	5368	No	NA	9	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_85958	17532	No	NA	15	5	0	Low-quality	Genome-fragment	9.93	AAI-based (medium-confidence)	0.0	1.02	
contig_85959	22293	No	NA	10	4	0	Low-quality	Genome-fragment	10.84	AAI-based (medium-confidence)	0.0	1.0	
contig_85960	10748	No	NA	12	4	0	Low-quality	Genome-fragment	8.07	HMM-based (lower-bound)	0.0	1.02	
contig_85987	3426	No	NA	3	0	2	Low-quality	Genome-fragment	1.8	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_85991	2528	No	NA	4	3	0	Low-quality	Genome-fragment	1.33	AAI-based (high-confidence)	0.0	1.0	
contig_85992	3235	No	NA	5	0	2	Low-quality	Genome-fragment	1.68	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_85994	4086	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_85996	3903	No	NA	3	2	0	Low-quality	Genome-fragment	1.24	HMM-based (lower-bound)	0.0	1.0	
contig_86001	2751	No	NA	4	1	0	Low-quality	Genome-fragment	1.37	HMM-based (lower-bound)	0.0	1.0	
contig_86017	4953	No	NA	8	2	0	Low-quality	Genome-fragment	9.15	AAI-based (medium-confidence)	0.0	1.0	
contig_86021	4565	No	NA	12	1	0	Low-quality	Genome-fragment	2.31	HMM-based (lower-bound)	0.0	1.0	
contig_86028	2920	No	NA	1	1	0	Low-quality	Genome-fragment	1.79	HMM-based (lower-bound)	0.0	19.73	high kmer_freq may indicate large duplication; low-confidence DTR
contig_86057	3688	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.05	no viral genes detected
contig_86059	17300	No	NA	34	7	0	Low-quality	Genome-fragment	45.57	AAI-based (medium-confidence)	0.0	1.0	
contig_86063	7655	No	NA	14	6	0	Low-quality	Genome-fragment	12.31	AAI-based (high-confidence)	0.0	1.0	
contig_86071	3902	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_86104	45549	No	NA	72	23	0	Medium-quality	Genome-fragment	71.01	AAI-based (high-confidence)	0.0	1.0	
contig_86112	28634	No	NA	62	14	0	Low-quality	Genome-fragment	46.82	AAI-based (high-confidence)	0.0	1.0	
contig_86153	6179	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_86155	19043	No	NA	32	1	0	Low-quality	Genome-fragment	10.34	HMM-based (lower-bound)	0.0	1.5	high kmer_freq may indicate large duplication
contig_86156	5932	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_86166	14616	No	NA	39	6	0	Low-quality	Genome-fragment	23.91	AAI-based (high-confidence)	0.0	1.0	
contig_86167	30379	No	NA	52	15	0	Low-quality	Genome-fragment	49.63	AAI-based (high-confidence)	0.0	1.0	
contig_86168	10444	No	NA	24	9	0	Low-quality	Genome-fragment	17.4	AAI-based (high-confidence)	0.0	1.0	
contig_86169	31178	No	NA	43	13	0	Low-quality	Genome-fragment	49.85	AAI-based (high-confidence)	0.0	1.0	
contig_86170	14158	No	NA	25	6	0	Low-quality	Genome-fragment	22.88	AAI-based (medium-confidence)	0.0	1.0	
contig_86185	19796	No	NA	33	15	0	Low-quality	Genome-fragment	31.55	AAI-based (high-confidence)	0.0	1.0	
contig_86188	3122	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_86190	4649	No	NA	4	1	0	Low-quality	Genome-fragment	5.71	HMM-based (lower-bound)	0.0	1.0	
contig_86191	13399	No	NA	18	10	0	Low-quality	Genome-fragment	25.16	AAI-based (high-confidence)	0.0	1.0	
contig_86192	2667	No	NA	3	1	0	Low-quality	Genome-fragment	3.28	HMM-based (lower-bound)	0.0	1.0	
contig_86193	3464	No	NA	5	1	0	Low-quality	Genome-fragment	6.15	AAI-based (high-confidence)	0.0	1.22	
contig_86224	15718	No	NA	32	7	1	Low-quality	Genome-fragment	6.92	HMM-based (lower-bound)	0.0	1.0	
contig_86228	4963	No	NA	8	1	0	Low-quality	Genome-fragment	7.53	AAI-based (medium-confidence)	0.0	1.0	
contig_86229	20121	No	NA	26	3	0	Low-quality	Genome-fragment	30.84	AAI-based (high-confidence)	0.0	1.0	
contig_86270	39876	No	NA	66	20	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_86271	5143	No	NA	9	3	0	Low-quality	Genome-fragment	13.41	AAI-based (high-confidence)	0.0	1.0	
contig_86272	3112	No	NA	5	1	0	Low-quality	Genome-fragment	7.07	AAI-based (high-confidence)	0.0	1.0	
contig_86275	6203	No	NA	13	0	0	Low-quality	Genome-fragment	13.59	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_86323	18350	No	NA	32	6	0	Low-quality	Genome-fragment	42.36	AAI-based (medium-confidence)	0.0	1.0	
contig_86349	9492	No	NA	21	1	0	Low-quality	Genome-fragment	14.34	HMM-based (lower-bound)	0.0	1.0	
contig_86358	2588	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_86379	805	No	NA	1	1	0	Low-quality	Genome-fragment	0.43	HMM-based (lower-bound)	0.0	1.01	
contig_86380	4084	No	NA	6	1	0	Low-quality	Genome-fragment	2.03	HMM-based (lower-bound)	0.0	1.04	
contig_86382	8762	No	NA	6	1	0	Low-quality	Genome-fragment	37.85	AAI-based (medium-confidence)	0.0	1.04	
contig_86391	8274	No	NA	16	7	0	Low-quality	Genome-fragment	3.8	HMM-based (lower-bound)	0.0	1.0	
contig_86393	3851	No	NA	10	1	0	Low-quality	Genome-fragment	2.72	AAI-based (medium-confidence)	0.0	1.0	
contig_86463	3218	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_86464	7451	No	NA	16	2	0	Low-quality	Genome-fragment	3.13	HMM-based (lower-bound)	0.0	1.0	
contig_86485	20336	No	NA	31	17	0	Low-quality	Genome-fragment	10.66	AAI-based (high-confidence)	0.0	1.01	
contig_86486	16932	No	NA	26	16	0	Low-quality	Genome-fragment	8.89	AAI-based (high-confidence)	0.0	1.0	
contig_86487	15993	No	NA	14	8	0	Low-quality	Genome-fragment	8.37	AAI-based (high-confidence)	0.0	1.11	
contig_86488	15142	No	NA	13	11	0	Low-quality	Genome-fragment	7.97	AAI-based (high-confidence)	0.0	1.05	
contig_86489	84118	No	NA	117	70	0	Low-quality	Genome-fragment	43.94	AAI-based (high-confidence)	0.0	1.0	
contig_86512	7717	No	NA	14	3	0	Low-quality	Genome-fragment	5.62	HMM-based (lower-bound)	0.0	1.0	
contig_86517	7265	No	NA	26	1	0	Low-quality	Genome-fragment	19.69	AAI-based (high-confidence)	0.0	1.0	
contig_86541	4349	No	NA	9	2	0	Low-quality	Genome-fragment	6.43	HMM-based (lower-bound)	0.0	1.0	
contig_86548	12480	No	NA	17	2	0	Low-quality	Genome-fragment	7.8	HMM-based (lower-bound)	0.0	1.0	
contig_86575	32272	No	NA	54	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.33	no viral genes detected
contig_86605	8597	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_86707	19943	No	NA	24	6	0	Low-quality	Genome-fragment	23.86	HMM-based (lower-bound)	0.0	1.0	
contig_86709	4901	No	NA	7	0	0	Low-quality	Genome-fragment	7.88	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_86721	56697	No	NA	113	1	0	Low-quality	Genome-fragment	22.81	HMM-based (lower-bound)	0.0	1.0	
contig_86763	17726	No	NA	27	10	0	Low-quality	Genome-fragment	32.09	AAI-based (high-confidence)	0.0	1.0	
contig_86821	20916	No	NA	34	8	0	Low-quality	Genome-fragment	10.91	AAI-based (medium-confidence)	0.0	1.02	
contig_86850	4312	No	NA	10	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_86854	36119	No	NA	41	9	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.19	contig >1.5x longer than expected genome length
contig_86990	19674	No	NA	49	3	1	Low-quality	Genome-fragment	9.7	HMM-based (lower-bound)	0.0	1.0	
contig_86991	31196	No	NA	72	4	1	Low-quality	Genome-fragment	14.71	HMM-based (lower-bound)	0.0	1.0	
contig_87005	3086	No	NA	5	0	0	Low-quality	Genome-fragment	4.95	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_87007	22174	No	NA	56	7	0	Low-quality	Genome-fragment	34.27	AAI-based (high-confidence)	0.0	1.0	
contig_87011	3530	No	NA	5	2	0	Low-quality	Genome-fragment	9.03	AAI-based (medium-confidence)	0.0	1.0	
contig_87023	5629	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_87115	2846	No	NA	6	2	0	Low-quality	Genome-fragment	6.27	AAI-based (high-confidence)	0.0	1.0	
contig_87116	2851	No	NA	6	0	0	Low-quality	Genome-fragment	8.03	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_87131	9239	No	NA	13	1	0	Low-quality	Genome-fragment	0.76	HMM-based (lower-bound)	0.0	1.02	
contig_87137	16761	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_87138	9202	No	NA	15	0	0	Low-quality	Genome-fragment	15.8	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_87139	7423	No	NA	4	0	0	Low-quality	Genome-fragment	12.77	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_87140	7017	No	NA	10	2	0	Low-quality	Genome-fragment	10.2	HMM-based (lower-bound)	0.0	1.0	
contig_87141	7053	No	NA	4	1	0	Low-quality	Genome-fragment	13.71	AAI-based (medium-confidence)	0.0	1.0	
contig_87143	15166	No	NA	38	6	0	Low-quality	Genome-fragment	25.75	AAI-based (high-confidence)	0.0	1.0	
contig_87151	21927	No	NA	57	19	1	Low-quality	Genome-fragment	12.42	AAI-based (medium-confidence)	0.0	1.0	
contig_87152	2167	No	NA	3	1	0	Low-quality	Genome-fragment	0.93	HMM-based (lower-bound)	0.0	1.0	
contig_87153	20469	No	NA	48	15	1	Low-quality	Genome-fragment	9.31	HMM-based (lower-bound)	0.0	1.0	
contig_87154	3777	No	NA	6	1	0	Low-quality	Genome-fragment	1.3	HMM-based (lower-bound)	0.0	1.0	
contig_87156	3452	No	NA	7	1	0	Low-quality	Genome-fragment	1.98	AAI-based (medium-confidence)	0.0	1.0	
contig_87157	11681	No	NA	21	7	1	Low-quality	Genome-fragment	6.94	AAI-based (medium-confidence)	0.0	1.0	
contig_87169	8301	No	NA	19	9	0	Low-quality	Genome-fragment	14.24	AAI-based (high-confidence)	0.0	1.0	
contig_87189	10702	No	NA	25	3	1	Low-quality	Genome-fragment	6.0	AAI-based (medium-confidence)	0.0	1.0	
contig_87192	132753	No	NA	266	88	5	Medium-quality	Genome-fragment	77.63	AAI-based (high-confidence)	0.0	1.0	
contig_87193	3843	No	NA	11	2	2	Low-quality	Genome-fragment	2.1	AAI-based (high-confidence)	0.0	1.0	
contig_87194	7605	No	NA	20	2	0	Low-quality	Genome-fragment	3.85	HMM-based (lower-bound)	0.0	1.0	
contig_87197	3775	No	NA	8	2	0	Low-quality	Genome-fragment	1.91	HMM-based (lower-bound)	0.0	1.0	
contig_87201	7245	No	NA	17	9	0	Low-quality	Genome-fragment	3.35	HMM-based (lower-bound)	0.0	1.0	
contig_87202	2633	No	NA	7	2	0	Low-quality	Genome-fragment	1.17	HMM-based (lower-bound)	0.0	1.0	
contig_87203	7806	No	NA	16	2	0	Low-quality	Genome-fragment	4.4	AAI-based (medium-confidence)	0.0	1.0	
contig_87205	6043	No	NA	16	1	0	Low-quality	Genome-fragment	3.46	HMM-based (lower-bound)	0.0	1.03	
contig_87207	5297	No	NA	9	4	0	Low-quality	Genome-fragment	9.86	AAI-based (high-confidence)	0.0	1.0	
contig_87208	17266	No	NA	31	11	0	Low-quality	Genome-fragment	32.2	AAI-based (high-confidence)	0.0	1.0	
contig_87209	9441	No	NA	15	3	0	Low-quality	Genome-fragment	17.41	AAI-based (high-confidence)	0.0	1.0	
contig_87211	3124	No	NA	6	2	0	Low-quality	Genome-fragment	6.11	AAI-based (high-confidence)	0.0	1.0	
contig_87212	2774	No	NA	8	1	0	Low-quality	Genome-fragment	5.54	AAI-based (medium-confidence)	0.0	1.0	
contig_87213	2806	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_87233	4901	No	NA	14	1	0	Low-quality	Genome-fragment	1.99	HMM-based (lower-bound)	0.0	1.01	
contig_8725	2425	No	NA	7	1	0	Low-quality	Genome-fragment	0.2	HMM-based (lower-bound)	0.0	1.03	
contig_87258	8419	No	NA	13	1	1	Low-quality	Genome-fragment	22.24	AAI-based (high-confidence)	0.0	1.02	
contig_87275	5435	No	NA	11	3	0	Low-quality	Genome-fragment	7.02	HMM-based (lower-bound)	0.0	1.0	
contig_87276	4444	No	NA	12	3	0	Low-quality	Genome-fragment	10.59	AAI-based (medium-confidence)	0.0	1.0	
contig_87277	9592	No	NA	22	5	0	Low-quality	Genome-fragment	12.0	HMM-based (lower-bound)	0.0	1.18	
contig_87280	4473	No	NA	12	2	0	Low-quality	Genome-fragment	6.07	HMM-based (lower-bound)	0.0	1.0	
contig_87282	2140	No	NA	8	1	0	Low-quality	Genome-fragment	3.51	HMM-based (lower-bound)	0.0	1.0	
contig_87287	17559	No	NA	27	8	0	Low-quality	Genome-fragment	28.02	AAI-based (medium-confidence)	0.0	1.0	
contig_87288	11848	No	NA	20	8	0	Low-quality	Genome-fragment	19.17	AAI-based (medium-confidence)	0.0	1.0	
contig_87289	7435	No	NA	11	4	0	Low-quality	Genome-fragment	10.25	HMM-based (lower-bound)	0.0	1.0	
contig_87290	61623	No	NA	99	33	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
contig_87291	18785	No	NA	35	7	0	Low-quality	Genome-fragment	29.09	AAI-based (medium-confidence)	0.0	1.0	
contig_87292	7416	No	NA	18	8	0	Low-quality	Genome-fragment	12.27	AAI-based (high-confidence)	0.0	1.0	
contig_87315	11558	No	NA	22	12	0	Low-quality	Genome-fragment	6.38	AAI-based (medium-confidence)	0.0	1.0	
contig_87316	10000	No	NA	28	8	0	Low-quality	Genome-fragment	4.49	HMM-based (lower-bound)	0.0	1.0	
contig_87317	5936	No	NA	12	1	0	Low-quality	Genome-fragment	3.27	AAI-based (medium-confidence)	0.0	1.0	
contig_87348	14630	No	NA	37	1	0	Low-quality	Genome-fragment	6.28	HMM-based (lower-bound)	0.0	1.01	
contig_87349	12201	No	NA	19	8	0	Low-quality	Genome-fragment	36.5	AAI-based (medium-confidence)	0.0	1.0	
contig_87353	21175	No	NA	25	3	0	Medium-quality	Genome-fragment	82.15	AAI-based (high-confidence)	0.0	1.33	
contig_87374	2602	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.15	no viral genes detected
contig_87382	7551	No	NA	16	8	0	Low-quality	Genome-fragment	14.26	AAI-based (medium-confidence)	0.0	1.0	
contig_87383	7787	No	NA	11	6	0	Low-quality	Genome-fragment	14.61	AAI-based (high-confidence)	0.0	1.0	
contig_87395	5671	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_87400	4340	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_87401	3497	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_87428	9789	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_87450	35377	No	NA	40	5	0	Medium-quality	Genome-fragment	58.83	AAI-based (high-confidence)	0.0	1.0	
contig_87462	2521	No	NA	8	2	0	Low-quality	Genome-fragment	1.71	AAI-based (medium-confidence)	0.0	1.0	
contig_87470	9356	No	NA	3	1	0	Low-quality	Genome-fragment	14.95	AAI-based (medium-confidence)	0.0	1.0	
contig_87471	8538	No	NA	3	2	0	Low-quality	Genome-fragment	13.64	AAI-based (medium-confidence)	0.0	1.0	
contig_87472	6501	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_87473	20285	No	NA	17	3	0	Low-quality	Genome-fragment	32.44	AAI-based (high-confidence)	0.0	1.0	
contig_87474	18053	No	NA	12	3	0	Low-quality	Genome-fragment	29.23	AAI-based (medium-confidence)	0.0	1.0	
contig_87479	8526	No	NA	10	2	0	Low-quality	Genome-fragment	4.33	HMM-based (lower-bound)	0.0	1.0	
contig_87480	10707	No	NA	10	2	0	Low-quality	Genome-fragment	16.13	AAI-based (medium-confidence)	0.0	1.0	
contig_87481	11122	No	NA	9	2	0	Low-quality	Genome-fragment	16.67	AAI-based (medium-confidence)	0.0	1.0	
contig_87482	10793	No	NA	13	2	0	Low-quality	Genome-fragment	15.89	AAI-based (medium-confidence)	0.0	1.0	
contig_87484	7656	No	NA	5	0	0	Low-quality	Genome-fragment	13.09	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_87485	12428	No	NA	12	2	0	Low-quality	Genome-fragment	18.21	AAI-based (medium-confidence)	0.0	1.0	
contig_87517	38770	No	NA	49	20	1	Medium-quality	Genome-fragment	50.85	HMM-based (lower-bound)	0.0	1.0	
contig_87521	16632	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_87572	7518	No	NA	9	2	0	Low-quality	Genome-fragment	9.84	HMM-based (lower-bound)	0.0	1.0	
contig_87574	8153	No	NA	9	2	0	Medium-quality	Genome-fragment	57.61	AAI-based (high-confidence)	0.0	1.0	
contig_87575	37221	No	NA	58	17	0	Medium-quality	Genome-fragment	60.39	AAI-based (high-confidence)	0.0	1.0	
contig_87582	2575	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected; low-confidence ITR
contig_87587	3301	No	NA	7	1	0	Low-quality	Genome-fragment	6.18	HMM-based (lower-bound)	0.0	1.0	
contig_87612	56830	No	NA	118	37	0	High-quality	High-quality	92.71	AAI-based (medium-confidence)	0.0	1.0	
contig_87613	16635	No	NA	38	4	0	Low-quality	Genome-fragment	17.77	AAI-based (high-confidence)	0.0	1.0	
contig_87615	10088	No	NA	28	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_87624	8132	No	NA	14	3	1	Low-quality	Genome-fragment	4.48	AAI-based (medium-confidence)	0.0	1.0	
contig_87625	14072	No	NA	22	0	0	Low-quality	Genome-fragment	7.77	AAI-based (medium-confidence)	0.0	1.02	no viral genes detected
contig_87635	14566	No	NA	25	13	0	Low-quality	Genome-fragment	7.73	AAI-based (medium-confidence)	0.0	1.0	
contig_87691	10142	Yes	7295	7	2	1	Low-quality	Genome-fragment	3.91	AAI-based (medium-confidence)	28.07	1.11	
contig_87696	4251	Yes	1411	2	1	1	Low-quality	Genome-fragment	0.12	HMM-based (lower-bound)	66.81	1.0	
contig_87698	2711	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_87713	11850	No	NA	18	4	0	Low-quality	Genome-fragment	16.34	HMM-based (lower-bound)	0.0	1.0	
contig_87749	3082	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.09	no viral genes detected
contig_87810	6869	No	NA	15	2	0	Low-quality	Genome-fragment	18.0	AAI-based (medium-confidence)	0.0	1.0	
contig_87811	11283	No	NA	26	4	0	Low-quality	Genome-fragment	30.66	AAI-based (high-confidence)	0.0	1.0	
contig_87812	3189	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_87839	6633	No	NA	13	1	0	Low-quality	Genome-fragment	6.06	HMM-based (lower-bound)	0.0	1.0	
contig_87841	31530	No	NA	49	8	0	High-quality	High-quality	90.87	AAI-based (high-confidence)	0.0	1.0	
contig_87855	23616	No	NA	36	8	0	Low-quality	Genome-fragment	43.72	AAI-based (high-confidence)	0.0	1.0	
contig_87867	17205	No	NA	26	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
contig_87901	17136	No	NA	21	16	0	Low-quality	Genome-fragment	8.94	AAI-based (high-confidence)	0.0	1.02	
contig_87923	4961	No	NA	9	3	0	Low-quality	Genome-fragment	12.14	AAI-based (medium-confidence)	0.0	1.0	
contig_87925	3849	No	NA	6	1	0	Low-quality	Genome-fragment	10.24	AAI-based (high-confidence)	0.0	1.0	
contig_87936	3215	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
